,Song_name,queen
30,put out the fire   ,"""They called him a hero In the land of the free But he wouldn't shake my hand boy He disappointed me So I got my handgun And I blew him away That critter was a bad guy I had to make him pay You might fear for my reason I don't care what they say Look out baby it's the season For the mad masquerade Put out the fire You need a bullet like a hole in the head Put out the fire Don't believe what your grandaddy said She was my lover It was a shame that she died But the constitution's right on my side Cos I caught my lover in my neighbour's bed I got retribution, filled 'em full of lead I've been told it's the fashion To let me on the streets again It's nothing but a crime of passion And I'm not to blame Put out the fir And let your sons and your daughters Sleep sound in their beds You know a gun never killed nobody You can ask anyone People get shot by people People with guns Put out the fire You need a gun like a hole in the head Out out the fire Just tell me that old fashioned gun law!!!!!! is dead"""
31,the show must go on 2011 remaster   ,"""Empty spaces - what are we living for? Abandoned places - I guess we know the score On and on Does anybody know what we are looking for?"", ""Another hero, another mindless crime Behind the curtain in the pantomime Hold the line Does anybody want to take it anymore?"", ""Show must go on Show must go on Inside my heart is breaking My make-up may be flaking But my smile still stays on"", ""Whatever happens I'll leave it all to chance Another heartache, another failed romance On and on Does anybody know what we are living for? I guess I'm learning I must be warmer now I'll soon be turning round the corner now Outside the dawn is breaking But inside in the dark I'm aching to be free"", ""Show must go on Show must go on - yeah Ooh inside my heart is breaking My make-up may be flaking But my smile still stays on"", ""Yeah, oh oh oh"", ""My soul is painted like the wings of butterflies Fairy tales of yesterday will grow but never die I can fly - my friends"", ""Show must go on - yeah Show must go on I'll face it with a grin I'm never giving in On with the show"", ""I'll top the bill I'll overkill I have to find the will to carry on On with the On with the show"", ""Show must go on, go on, go on, go on, ..."""
32,lost opportunity   ,"""Words and music by Queen"", ""With the morning I face the sun I lift my head and smile for everyone Every afternoon you'll find me working on I got my new shoes on Got to be moving on That's what they say Every night I'm tossed And I shake my fevered brow Thinking of my lost opportunity"", ""Yes every morning I face the sun I get so positive with everyone Every afternoon you'll find the cracks showing through They know what I'm going through Oh yes they do Every evening finds me The optimist behind me On with my lost opportunity"""
33,noone but you   ,"""A hand above the water An angel reaching for the sky Is it raining in Heaven Do you want us to cry?"", ""And everywhere the broken hearted On every lonely avenue No one could reach them No one but you"", ""One by one Only the good die young They're only flying too close to the sun And life goes on Without you"", ""Another tricky situation I get the drownin' in the Blues And I find myself thinkin' Well, what would you do?"", ""Yes, it was such an operation Forever paying every due Hell, you made a sensation You found a way through"", ""One by one Only the good die young They're only flyin' too close to the sun We'll remember Forever"", ""And now the party must be over I guess we'll never understand The sense of your leaving Was in the way it was planned?"", ""And so we grace another table And raise our glasses one more time There's a face at the window And I ain't never, never sayin' goodbye And it's one by one Only the good die young They're only flyin' too close to the sun Cryin' for nothing Cryin' for no one No one but you"""
34,cowboys and indians   ,"""It's a long fast dance Well the long fast dance of progress And the long slow waltz of decay Made such a natural born couple They settled down right here in the USA Dream home for two in the USA Hot jazz, cool blues, we got country We get rock and roll all day Like to dance, come on down get funky That's the way, that's the way That's the way hey, hey in the USA There's still cowboys and indians at home on the range But the cowboys and indians have changed - they've changed We've got James Dean on the silver screen We've got James Brown he won't let you down Now Elvis was the king of rock and roll We got preacher men who want to save your soul Got the motorcity with the Motown beat Get hip to the beat on the hip hop street Stars and bars and the biggest cars And a rocket ship take you up to Mars There's the east coast trip where it's real uptight Where you work all day and you play all night And the west coast side with the laid back scene When you just lay back and it seems like a dream There's a lot of places in between There's Hollywood and the city by the bay And the whole damn south down Louisiana way, way, way That's the way, that's the way hey, hey in the USA There's still cowboys and indians at home on the range But the cowboys and indians have changed, the've changed In the land of the free and the home of the brave The cowboys and cowgirls and indians have changed Baby, baby, baby That's the way, that's the way in the USA Cowboys and indians... Home on the range..."""
35,keep passing the open windows   ,"""This is the only life for me Surround myself around my own fantasy You just gotta be strong and believe in yourself Forget all the sadness cause love is all you need."", ""Do you know what it's like to be alone in this world When you're down and out on your luck and you're a failure Wake up screaming in the middle of the night You think it's all been a waste of time It's been a bad year You start believing everything's gonna be alright Next minute you're down and you're flat on your back A brand new day is beginning Get that sunny feeling and you're on your way."", ""Just believe - just keep passing the open windows Just believe - just keep passing the open windows Do you know how it feels when you don't have a friend Without a job and no money to spend You're a stranger"", ""All you think about is suicide One of these days you're gonna lose the fight You better keep out of danger - yeah That same old feeling just keeps burning deep inside You keep telling yourself it's gonna be the end Oh get yourself together Things are looking better everyday"", ""Just believe - just keep passing the open windows Just believe - just keep passing the open windows."", ""This is the only life for me Surround myself around my own fantasy You just gotta be strong and believe in yourself Forget all the sadness cause love is all you need."", ""You just gotta be strong and believe in yourself Forget all the sadness cause love is all you need."", ""Love is all you need - baby - love is all you need."", ""Just believe - just keep passing the open windows."""
36,dont try suicide   ,"""One, two, three, four, one Yeah Ok Don't do it Don't you try it baby Don't do that Don't Don't Don't Don't do that You got a good thing going now Don't do it Don't do it Don't Don't Try Suicide Nobody's worth it Don't Try Suicide Nobody cares Don't Try Suicide You just gonna hate it Don't Try Suicide Nobody gives a damn"", ""So you think it's the easy way out Think you're gonna slash your wrists This time Baby when you do it all you do is Get on my tits Don't do that try try try baby"", ""Don't do that You got a good thing going now Don't do it, Don't do it Don't Don't Try Suicide Nobody's worth it Don't Try Suicide Nobody cares"", ""Don't Try Suicide You just gonna hate it Don't Try Suicide Nobody gives a damn"", ""You need help Look at yourself You need help You need life So don't hang yourself It's o.k. o.k. o.k. o.k. You just can't be a prick teaser All of the time"", ""A little bit attention You got it Need some affection You got it Suicide suicide suicide bid Suicide suicide sucide bid Suicide Don't do it, Don't do it Don't do it, babe Don't do it, Don't do it Don't - do it Don't put your neck on the line Don't drown on me babe Blow your brains out - Don't do that Yeah Don't do that You got a good thing going now Don't do it, no Don't do it, no Don't Don't Try Suicide Nobody's worth it Don't Try Suicide Nobody cares Don't Try Suicide You just gonna hate it Don't Try Suicide Nobody gives, Nobody gives, Nobody gives a damn"""
37,mr roboto   ,"""Domo Arigato, Mr. Roboto Domo Arigato, Mr. Roboto Mata ahoo Hima de Domo Arigato, Mr. Roboto Himitsu wo Shiri tai"", ""You're wondering who I am (Secret, secret, I've got a secret) Machine or mannequin (Secret, secret, I've got a secret) With parts made in Japan (Secret, secret, I've got a secret) I am the modren man"", ""I've got a secret, I've been hiding under my skin My heart is human, my blood is boiling My brain I.B.M., so if you see me Acting strangely, don't be surprised"", ""I'm just a man who needed someone And somewhere to hide To keep me alive, just keep me alive Somewhere to hide to keep me alive"", ""I'm not a robot without emotions I'm not what you see I've come to help you With your problems, so we can be free I'm not a hero, I'm not a saviour Forget what you know"", ""I'm just a man whose circumstances Went beyond his control Beyond my control, we all need control I need control, we all need control"", ""I am the modren man (Secret, secret I've got a secret) Who hides behind a mask (Secret, secret, I've got a secret) So no one else can see (Secret, secret, I've got a secret) My true identity"", ""Domo Arigato, Mr. Roboto Domo, Domo Domo Arigato, Mr. Roboto Domo, Domo"", ""Domo Arigato, Mr. Roboto Domo Arigato, Mr. Roboto Domo Arigato, Mr. Roboto Domo Arigato, Mr. Roboto Domo Arigato, Mr. Roboto"", ""Thank you very much, Mr. Roboto For doing the jobs that nobody wants to And thank you very much, Mr. Roboto For helping me escape"", ""Just when I needed to Thank you, thank you, thank you I want to thank you Please, thank you, oh"", ""The problem's plain to see Too much technology Machines to save our lives Machines, de-humanize"", ""The time has come at last (Secret, secret, I've got a secret) To throw away this mask (Secret, secret, I've got a secret) Now everyone can see (Secret, secret, I've got a secret) My true identity, I'm Kilroy, Kilroy, Kilroy, Kilroy"""
38,we will rock you movie mix   ,"""Buddy, you're a boy Make a big noise Playing in the street Gonna be a big man someday You got mud on your face You big disgrace Kickin' your can all over the place Singin'"", ""We will, we will rock you We will, we will rock you"", ""Buddy, you're a young man, hard man Shouting in the street Gonna take on the world someday You got blood on your face You big disgrace Waving your banner all over the place"", ""We will, we will rock you Sing it We will, we will rock you Yeah"", ""Buddy, you're an old man, poor man Pleading with your eyes Gonna get you some peace someday You got mud on your face Big disgrace Somebody better put you back into your place Do it"", ""We will, we will rock you Yeah, yeah, come on We will, we will rock you Alright, louder We will, we will rock you One more time We will, we will rock you Yeah, go Brian"""
39,radio ga ga remastered   ,"""I'd sit alone and watch your light My only friend through teenage nights And everything I had to know I heard it on my radio Radio. You gave them all those old time stars Through wars of worlds - invaded by Mars You made 'em laugh - you made 'em cry You made us feel like we could fly. So don't become some background noise A backdrop for the girls and boys Who just don't know or just don't care And just complain when you're not there You had your time, you had the power You've yet to have your finest hour Radio. All we hear is Radio ga ga Radio goo goo Radio ga ga All we hear is Radio ga ga Radio blah blah Radio what's new? Radio, someone still loves you! We watch the shows - we watch the stars On videos for hours and hours We hardly need to use our ears How music changes through the years. Let's hope you never leave old friend Like all good things on you we depend So stick around cos we might miss you When we grow tired of all this visual You had your time, you had the power You've yet to have your finest hour Radio - Radio. All we hear is Radio ga ga Radio goo goo Radio ga ga"""
